Lat,Lon,Total_Crimes,Total_Arrests,ASSAULT,BATTERY,BURGLARY,Damage,Trespass,HOMICIDE,MOTOR VEHICLE THEFT,OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,Summer,Winter,Spring
41.776091802,-87.599747851,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.776095344,-87.604616452,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,3,1,1
41.776096823,-87.600964954,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
41.77610687,-87.596099865,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
41.77610957,-87.60339913,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41.77611101,-87.599747632,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
41.776117418,-87.597316904,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2
41.776122464,-87.598534007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.776125178,-87.592972432,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41.776126035,-87.603398943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.776126078,-87.596099645,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
41.776135263,-87.600968183,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.776141673,-87.598533788,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.776146707,-87.599750892,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
41.776155835,-87.597316465,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.776157302,-87.594552173,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
41.77615948,-87.602185069,10,2,0,3,1,4,0,0,1,0,0,0,0,0,0,0,0,1,2,7,0
41.776160882,-87.598533569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.776164519,-87.596102871,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
41.776170937,-87.600967777,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.776175067,-87.597319911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.776185124,-87.599750454,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.776191532,-87.597319723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.776195153,-87.602184664,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.776195719,-87.594551732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.776200149,-87.603401769,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3
41.776214928,-87.594551511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.776215756,-87.592975057,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.776215787,-87.598536608,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.776219357,-87.603401551,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.776229309,-87.605835764,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.776229949,-87.597319284,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
41.776233571,-87.602184227,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
41.776234996,-87.598536389,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.77623861,-87.596102022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.77624505,-87.6009706,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.776250625,-87.594554768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41.77625146,-87.598536201,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1
41.776252803,-87.602187675,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
41.776264259,-87.600970382,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.776265645,-87.597322542,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
41.776269267,-87.602187488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.776281965,-87.604618005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.776288476,-87.60218727,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3
41.776289847,-87.592974205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.776302676,-87.600969944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.776304063,-87.597322103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.776307684,-87.602187052,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41.776319164,-87.600973423,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.776322631,-87.605838376,12,1,2,2,1,2,0,0,1,0,0,2,0,1,0,0,0,0,3,1,6
41.776326893,-87.602186833,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
41.776331932,-87.59610462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.776347496,-87.592977208,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.776351097,-87.603403724,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.77636259,-87.602190094,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
41.776382364,-87.594556922,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
41.776388234,-87.599755472,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.776397385,-87.597324702,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
41.776402402,-87.592980242,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.776437246,-87.594556292,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41.776565234,-87.588875924,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.776724439,-87.588881416,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41.776757223,-87.586322042,6,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,3
41.776785202,-87.605213563,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0
41.776785504,-87.60526122,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
41.776795343,-87.604216245,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
41.776795459,-87.604234575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41.77679711,-87.604062246,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41.776797226,-87.604080575,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
41.776797342,-87.604098905,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
41.776797435,-87.604113569,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41.776797552,-87.604131898,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41.776797668,-87.604150228,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.776797761,-87.604164891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41.776865078,-87.59750633,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.776870374,-87.597047996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41.776872531,-87.596956316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41.776929876,-87.590517827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41.776931411,-87.590330834,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.776933681,-87.590257484,9,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,3
41.776949964,-87.588534185,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.776951853,-87.588402181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.776952423,-87.588490163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.7769562,-87.588226153,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41.776964353,-87.587368169,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.776964782,-87.587434156,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
41.776965067,-87.587478147,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.776966074,-87.587210503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.776966216,-87.587232499,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
41.776966526,-87.587280156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.776966812,-87.587324147,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.777231135,-87.605861104,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.777286466,-87.604632297,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.777297443,-87.604632173,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.777366068,-87.604635062,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.777390765,-87.604634783,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41.777404485,-87.604634627,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41.777445647,-87.604634161,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.777601657,-87.605867915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.777620866,-87.605867698,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
41.777627216,-87.600390275,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.777651439,-87.601607189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.777675193,-87.599308189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
41.777679377,-87.600393347,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.777687112,-87.601606783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41.77769498,-87.605870527,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.77769787,-87.593005671,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.777703777,-87.604227953,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.777714189,-87.60587031,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.77771505,-87.600392941,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,2,2
41.777722785,-87.601606378,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.77772781,-87.602827178,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41.777729002,-87.596139946,8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,3,1,0
41.777730098,-87.599311229,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
41.777733397,-87.605870092,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41.77773925,-87.60160619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.777746482,-87.594588927,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
41.777747019,-87.60282696,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
41.777750747,-87.600396201,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41.777752775,-87.593008706,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.777767211,-87.600396013,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.777774946,-87.601609451,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.777792147,-87.586372357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.777801364,-87.594588297,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.777802884,-87.600395607,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
41.777807511,-87.605872921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.777810401,-87.593008043,18,0,1,4,1,2,0,0,5,0,0,2,0,0,0,0,3,0,4,7,2
41.777829633,-87.593011488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
41.777835813,-87.600395232,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.777839804,-87.594591522,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.777840341,-87.602829567,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
41.77784151,-87.596138658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.777848842,-87.593011267,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
41.777855022,-87.600395013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.777856806,-87.60282938,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
41.777860957,-87.59148597,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41.777861767,-87.599302395,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
41.77786278,-87.601612119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
41.777866284,-87.58637883,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.777876014,-87.602829162,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.777878209,-87.599298542,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41.777895223,-87.602828944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.777896583,-87.591478227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.777899159,-87.596141664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.777903724,-87.593010636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.777907183,-87.600398086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.777914432,-87.602828726,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41.777916579,-87.599290772,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.777922956,-87.593014081,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.777928723,-87.604647024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.777930896,-87.602828539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.777936507,-87.605875129,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.777940112,-87.600397711,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
41.777954137,-87.591466565,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
41.777959321,-87.600397492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.777961373,-87.593013639,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
41.777969337,-87.602831769,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.77797218,-87.605874726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41.778008946,-87.596144073,3,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
41.77801062,-87.605877958,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.778015745,-87.598061446,18,4,4,4,0,0,2,0,2,1,0,1,0,0,0,0,3,1,0,10,8
41.778023364,-87.599252891,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.778028155,-87.596143853,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.77802969,-87.596811093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.778038231,-87.593016422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41.778044411,-87.600400189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.778047363,-87.596143633,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41.778047465,-87.586387726,34,2,5,5,2,4,0,0,7,0,0,3,0,0,0,0,7,0,8,14,8
41.77805744,-87.593016201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.778057719,-87.60464923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.778062659,-87.602834376,6,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
41.778073904,-87.593016011,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.778087843,-87.601616893,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.778093113,-87.59301579,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
41.778094523,-87.59922275,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41.778112345,-87.593019235,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41.778115781,-87.600403043,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.778117219,-87.596766097,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41.778117541,-87.602833754,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
41.778119748,-87.594595642,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41.778120407,-87.605880384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.778121477,-87.59614645,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
41.778131553,-87.593019014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.778139616,-87.605880167,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
41.778140686,-87.59614623,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
41.778141504,-87.597986684,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41.77815653,-87.604651777,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.778165682,-87.599192608,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41.778176485,-87.586393561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.7781821,-87.599185088,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
41.77819343,-87.597953094,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
41.778201262,-87.599177537,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41.778212182,-87.586396813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.778222388,-87.604651032,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
41.77823139,-87.58639659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.77825534,-87.604654325,5,2,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,1,0
41.77827072,-87.594601242,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.778321993,-87.586402872,14,0,2,7,0,0,0,0,2,0,0,0,0,0,0,0,3,0,5,1,2
41.778354151,-87.604656873,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41.778436411,-87.589657198,8,0,0,1,0,3,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1
41.778601467,-87.605141689,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41.778601769,-87.605189348,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41.778618186,-87.603883963,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
41.778618326,-87.603905959,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.778714191,-87.595710705,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1
41.778714497,-87.595758364,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41.778716417,-87.595630021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.77871988,-87.59531468,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41.778752596,-87.592296944,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.778752927,-87.592348268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.778755687,-87.590650742,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41.778761703,-87.587343673,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.778763899,-87.587259323,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.778773318,-87.588711067,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.778775492,-87.588623051,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41.778871742,-87.59631384,17,2,3,4,1,1,0,0,3,0,0,0,0,0,0,0,1,0,2,6,8
41.779032556,-87.599142391,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41.779054509,-87.599142141,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.77906823,-87.599141984,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.779073887,-87.596168539,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41.779090182,-87.599141734,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
41.779101159,-87.599141609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.779114078,-87.604618939,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
41.779123111,-87.599141358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.779142513,-87.596171419,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.77915524,-87.604618473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.779207401,-87.604621549,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.779248562,-87.604621083,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41.779276026,-87.604624438,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.779315904,-87.598391228,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41.779388822,-87.601646099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.779411513,-87.588945662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.779418642,-87.605909707,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.779419504,-87.600432194,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
41.77943785,-87.60590949,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
41.779446471,-87.60164911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
41.779468424,-87.60164886,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.779479897,-87.600435172,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.779492755,-87.605912536,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
41.779509098,-87.602865623,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.779511964,-87.605912319,14,1,6,3,0,0,1,0,0,0,0,0,0,0,1,0,3,0,4,4,4
41.779522807,-87.604159685,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
41.779524597,-87.604009345,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.779537523,-87.600434516,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.779547539,-87.602868853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41.77956449,-87.601651435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.779566188,-87.594626703,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41.779566747,-87.602868635,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.779567017,-87.593050167,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.779597916,-87.600437495,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.77960242,-87.60286823,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
