lat,lon,Total_Crimes,Summer,Winter,Spring
41.89214346,-87.61442738,4,2,1,1
41.89214469,-87.61769981,6,2,4,0
41.89216666,-87.61770324,3,2,0,1
41.89226929,-87.62808138,2,0,0,0
41.89230794,-87.63260216,2,0,1,0
41.89231003,-87.63972734,2,1,0,0
41.89231251,-87.63968324,1,1,0,0
41.89232854,-87.64052046,5,2,1,0
41.89234952,-87.62417632,1,1,0,0
41.89235845,-87.63639192,3,0,2,0
41.89236407,-87.63596215,2,0,0,1
41.89236432,-87.63600254,9,3,1,2
41.8923808,-87.63465078,7,2,0,4
41.89238098,-87.63468016,1,1,0,0
41.89238118,-87.63471321,1,0,0,1
41.89238307,-87.63457362,2,1,0,0
41.89238316,-87.63458831,1,0,0,0
41.89238334,-87.63461769,3,0,3,0
41.8923972,-87.63328799,1,0,0,1
41.8923992,-87.63316677,2,0,1,1
41.89240136,-87.63307125,1,0,1,0
41.89240368,-87.63300144,1,0,0,1
41.89241276,-87.63224108,1,0,0,1
41.89241695,-87.63202801,17,2,4,8
41.89242751,-87.61860751,1,0,0,0
41.89243127,-87.6307791,1,1,0,0
41.89243687,-87.63034932,1,0,0,0
41.89244112,-87.63014727,2,1,0,1
41.89245401,-87.62911508,3,0,2,0
41.89245426,-87.62915547,1,1,0,0
41.8924545,-87.62919587,2,2,0,0
41.89245648,-87.62907098,4,1,2,1
41.89245821,-87.62890568,4,2,2,0
41.89245992,-87.62873671,1,0,0,1
41.89246165,-87.62857142,2,0,1,1
41.8924619,-87.62861182,5,2,1,0
41.89246415,-87.62853099,1,1,0,0
41.89247558,-87.62771183,1,1,0,0
41.89247585,-87.6277559,1,0,0,0
41.89247749,-87.62757592,1,0,1,0
41.89247942,-87.62744368,5,1,2,0
41.89247969,-87.62748775,3,0,1,2
41.89247996,-87.62753182,1,0,1,0
41.8924816,-87.62735183,15,7,1,2
41.89248351,-87.62721592,14,5,3,2
41.89248571,-87.62712775,11,6,0,5
41.89250532,-87.62630115,1,0,1,0
41.89250535,-87.62630482,30,7,2,11
41.89250546,-87.62632319,1,1,0,0
41.89250759,-87.626224,1,0,0,1
41.89250768,-87.62623869,19,4,4,2
41.89250782,-87.62626072,1,0,0,0
41.89250939,-87.62606972,19,9,4,4
41.89250945,-87.62608074,1,0,0,0
41.89250977,-87.62613215,4,0,4,0
41.89251175,-87.62600726,1,0,1,0
41.89254353,-87.62448637,2,0,1,1
41.89255396,-87.62306488,1,1,0,0
41.89255909,-87.62345046,21,7,5,6
41.89255936,-87.62349453,4,0,3,1
41.89256222,-87.62351287,1,1,0,0
41.89256809,-87.62357524,2,0,0,0
41.89256831,-87.63705809,1,0,0,1
41.89256936,-87.62200694,2,0,0,2
41.89256952,-87.62203265,2,1,0,1
41.89256982,-87.62208039,17,6,2,6
41.89257181,-87.62195917,17,4,4,4
41.89257575,-87.62170937,2,0,0,0
41.89257743,-87.62153673,1,0,1,0
41.8925794,-87.62141183,1,1,0,0
41.89258366,-87.62121346,1,0,0,0
41.89258874,-87.63409759,1,0,0,1
41.89260506,-87.61979919,1,1,0,0
41.89260531,-87.61983959,20,8,7,4
41.89260713,-87.63261358,7,0,1,2
41.89261099,-87.61942817,6,1,4,0
41.89261964,-87.61905345,1,0,0,1
41.89262841,-87.63115524,45,12,12,9
41.89263121,-87.61826734,1,0,0,1
41.89263132,-87.6182857,17,4,2,5
41.89263151,-87.61831508,1,0,1,0
41.8926318,-87.61836282,34,10,14,4
41.89263356,-87.61820487,1,1,0,0
41.89264958,-87.62968221,8,1,2,1
41.89265576,-87.61692282,3,0,1,0
41.89265923,-87.61659957,4,1,2,0
41.89266008,-87.63409681,1,0,0,1
41.89266177,-87.61656649,3,0,0,0
41.8926633,-87.61637181,1,0,0,1
41.89266778,-87.61621016,18,6,3,3
41.8926701,-87.62810635,19,6,3,4
41.89267746,-87.61556364,1,0,0,1
41.8926947,-87.62675082,114,29,33,35
41.89275303,-87.6241939,82,16,28,30
41.89276028,-87.62270266,2,2,0,0
41.89278132,-87.62968444,2,0,0,1
41.89280002,-87.62025979,3,0,0,3
41.8928046,-87.62811222,2,0,1,1
41.89280556,-87.63410257,7,0,3,3
41.89281615,-87.6241932,33,6,4,12
41.89282086,-87.6254015,2,1,0,1
41.89284186,-87.61772141,19,9,2,5
41.89290341,-87.62811481,1,1,0,0
41.89290436,-87.6145474,13,8,1,2
41.89290781,-87.64101371,2,1,0,0
41.89292794,-87.62674825,3,0,2,0
41.89293546,-87.63560701,1,1,0,0
41.89295102,-87.63410466,1,0,0,0
41.89296019,-87.64105354,1,1,0,0
41.89296064,-87.62270778,1,1,0,0
41.89296841,-87.63561033,1,1,0,0
41.89296927,-87.62811408,1,1,0,0
41.89298944,-87.63410424,1,0,0,0
41.89299357,-87.62270741,3,0,0,1
41.8929938,-87.62674752,4,0,0,2
41.89300497,-87.62811736,1,1,0,0
41.8930079,-87.63263123,2,0,1,0
41.89302675,-87.62675083,1,0,1,0
41.89303789,-87.628117,1,1,0,0
41.89305968,-87.62675047,1,1,0,0
41.89306143,-87.61772631,1,0,0,1
41.89307085,-87.62812031,2,0,0,1
41.89309263,-87.62675378,1,0,0,1
41.89311614,-87.63961211,3,1,0,1
41.89311778,-87.63942845,8,3,1,0
41.89311941,-87.63924479,3,2,1,0
41.89313435,-87.63808401,1,0,0,0
41.89313602,-87.6379077,2,0,0,1
41.89313783,-87.63775342,1,1,0,0
41.89313995,-87.63765055,2,0,0,1
41.89314003,-87.62420431,4,3,0,0
41.89314194,-87.63752566,1,0,1,0
41.89315295,-87.63662569,1,1,0,0
41.89315322,-87.63666976,2,1,0,1
41.89315715,-87.63641262,2,0,1,0
41.89315935,-87.63632445,1,1,0,0
41.893161,-87.6227129,1,0,0,0
41.89316275,-87.63597917,1,0,0,0
41.89316301,-87.63602324,1,0,0,0
41.89316328,-87.63606731,18,2,5,6
41.89317758,-87.63480737,1,0,0,1
41.89317941,-87.63465676,14,2,4,5
41.8931795,-87.63467145,6,1,1,3
41.89317959,-87.63468615,13,2,5,3
41.89318177,-87.6345943,16,5,3,5
41.89318195,-87.63462368,1,1,0,0
41.89318387,-87.63448777,2,1,0,1
41.89319839,-87.63326822,1,0,1,0
41.89319911,-87.63338575,1,0,0,0
41.89319927,-87.63341146,1,0,1,0
41.89320026,-87.63312496,1,0,1,0
41.89320085,-87.63322045,1,0,1,0
41.89320098,-87.63324249,9,0,3,4
41.89320258,-87.63305515,1,1,0,0
41.89320351,-87.62027367,6,0,2,2
41.89321425,-87.63226904,1,0,0,1
41.8932179,-87.63196783,1,0,0,1
41.89322348,-87.63153437,49,17,6,9
41.89323546,-87.63079967,1,1,0,0
41.89324043,-87.63026706,1,0,0,1
41.89324063,-87.63030011,3,1,2,0
41.8932409,-87.63034418,6,0,4,0
41.89324106,-87.63036989,1,0,0,1
41.89324257,-87.63016787,1,1,0,0
41.8932557,-87.62917605,14,5,3,1
41.89325916,-87.62884546,2,0,1,0
41.89326163,-87.62880136,19,3,2,8
41.89326534,-87.62851116,1,0,0,1
41.89327729,-87.62777646,3,0,0,2
41.89327977,-87.62773236,2,0,0,2
41.89328168,-87.62759645,22,12,4,2
41.89329892,-87.62638422,2,0,0,1
41.89330053,-87.62620056,8,0,3,1
41.89330092,-87.62626299,2,1,1,0
41.89330128,-87.62632175,7,1,3,0
41.89330298,-87.62615278,2,0,0,1
41.89330718,-87.62594339,1,0,1,0
41.8933213,-87.62511684,1,0,0,1
41.89332536,-87.62488541,1,0,0,0
41.89332942,-87.62465397,2,0,1,0
41.89334268,-87.62369154,1,0,0,0
41.89334321,-87.62377601,1,0,0,1
41.89334477,-87.623585,1,0,1,0
41.89334488,-87.62360337,5,3,1,0
41.89334686,-87.62347847,5,2,1,2
41.89334946,-87.6234564,7,4,1,0
41.89335722,-87.64136145,1,0,0,1
41.89336273,-87.64136506,11,7,0,3
41.89337131,-87.62210823,3,0,1,1
41.89337282,-87.62190988,7,1,2,3
41.89337312,-87.62195762,1,0,1,0
41.89337328,-87.62198333,3,0,1,0
41.89337479,-87.62178498,10,1,4,2
41.89337509,-87.62183272,1,0,1,0
41.89337706,-87.62170782,3,1,1,1
41.89337722,-87.62173353,3,1,1,1
41.89337738,-87.62175924,4,1,0,1
41.89337903,-87.62158292,16,5,8,2
41.89337919,-87.62160863,1,0,1,0
41.89338739,-87.62116045,4,0,0,2
41.89338741,-87.63411459,1,0,0,1
41.89338784,-87.62123391,2,0,2,0
41.89339181,-87.62098778,5,3,2,0
41.89339932,-87.63562033,1,0,0,1
41.89342316,-87.61940811,1,0,1,0
41.89342574,-87.61938237,1,0,1,0
41.89342753,-87.61922809,13,5,0,5
41.89342785,-87.6192795,1,1,0,0
41.8934295,-87.63562,13,3,3,2
41.89343736,-87.61860359,1,0,0,1
41.89344506,-87.63411763,1,0,0,0
41.89345494,-87.6170204,9,1,2,3
41.89346903,-87.63264823,88,25,17,31
41.89347145,-87.62811223,19,6,2,5
41.89352076,-87.63709182,3,0,1,1
41.89352315,-87.63117482,2,1,0,1
41.89353459,-87.62811521,3,1,0,0
41.89353531,-87.62422197,2,0,0,1
41.89354158,-87.62970181,48,22,7,11
41.89355651,-87.6267707,1,0,0,0
41.89356033,-87.63412005,7,5,2,0
41.89357453,-87.62970512,3,0,1,1
41.89357842,-87.62542619,12,5,3,2
41.89358321,-87.63562567,1,0,1,0
41.89358777,-87.63411975,1,0,0,0
41.89359843,-87.62422127,1,0,1,0
41.89360585,-87.63709457,1,0,0,0
41.89361616,-87.63562899,4,0,2,2
41.89361798,-87.63412309,5,1,0,3
41.89362517,-87.62811788,1,0,0,0
41.89362549,-87.63265387,2,0,1,1
41.89362863,-87.62422461,3,1,1,1
41.8936295,-87.64146135,2,1,0,0
41.89363603,-87.63709424,1,0,0,1
41.89364635,-87.63562866,1,0,0,0
41.89364666,-87.63117714,52,17,5,3
41.8936523,-87.62272582,14,2,3,6
41.89365567,-87.63265354,1,1,0,0
41.89367653,-87.63562833,10,1,2,3
41.89367684,-87.63117681,12,4,3,2
41.89368588,-87.63265688,2,1,0,1
41.893689,-87.62422394,1,0,0,1
41.8937037,-87.61774485,1,0,0,0
41.8937102,-87.62677268,5,0,1,2
41.89371269,-87.62272883,3,0,0,2
41.89373723,-87.63117982,2,0,0,2
41.89374858,-87.63710037,2,0,1,1
41.89374869,-87.62812387,6,3,0,1
41.89375214,-87.62422692,1,1,0,0
41.89376985,-87.63563099,1,0,1,0
41.89377016,-87.63117946,1,0,0,0
41.89378816,-87.63412858,1,0,0,1
41.89381253,-87.62422992,10,2,3,4
41.89382154,-87.62970975,7,2,3,0
41.89384201,-87.62812652,1,0,0,0
41.89384271,-87.62422959,24,6,4,10
41.89385175,-87.62971309,1,0,1,0
41.89385943,-87.62028107,1,1,0,0
41.89389317,-87.61512764,15,4,5,3
41.8938941,-87.626778,1,1,0,0
41.89390943,-87.6405548,1,0,0,0
41.89391144,-87.64043357,6,3,0,3
41.89391708,-87.6202841,1,0,0,0
41.8939225,-87.63953727,1,0,0,0
41.89392276,-87.63958134,2,0,0,0
41.89393424,-87.61774962,2,0,2,0
41.89393603,-87.62423223,2,1,0,0
41.89394193,-87.63775938,1,1,0,0
41.89394275,-87.63789527,4,2,1,1
41.89394383,-87.63761979,1,0,0,0
41.89394452,-87.63773365,2,0,0,2
41.89394602,-87.63752795,3,1,1,0
41.89395861,-87.63643697,2,0,0,0
41.89396055,-87.63630472,1,0,1,0
41.89396227,-87.63613575,10,2,2,2
41.89396252,-87.63617615,1,0,1,0
41.8939796,-87.63492351,1,0,0,1
41.89398152,-87.63478759,1,1,0,0
41.89398277,-87.6345415,1,0,0,1
41.89398286,-87.63455619,1,0,0,1
41.89398324,-87.63461862,1,0,1,0
41.89398359,-87.63467738,11,3,3,4
41.89398531,-87.63450841,1,0,0,1
41.89400013,-87.6333366,1,0,0,0
41.89400244,-87.63326679,1,0,1,0
41.89400258,-87.63328883,1,0,0,0
41.89400402,-87.63307578,2,0,0,0
41.89400432,-87.63312353,1,0,0,0
41.89401819,-87.63224923,1,0,0,0
41.89403088,-87.6152069,1,0,1,0
41.89404219,-87.63033907,2,0,0,1
41.89404288,-87.63045292,2,0,0,1
41.89404482,-87.63032067,1,0,0,1
41.89404628,-87.6301113,1,1,0,0
41.89405714,-87.62919663,1,1,0,0
41.89405739,-87.62923703,1,0,0,0
41.89405937,-87.62911213,7,1,2,2
41.8940611,-87.62894683,1,1,0,0
41.89406135,-87.62898723,1,0,1,0
41.89406256,-87.62873746,5,0,0,5
41.89406283,-87.62878154,1,0,1,0
41.89406454,-87.62861256,1,0,1,0
41.89406505,-87.62869703,1,0,0,0
41.89406678,-87.62853174,3,1,0,1
41.89407874,-87.62779703,8,3,1,3
41.89408285,-87.62757294,1,0,0,1
41.89410023,-87.62638273,1,0,0,0
41.89410234,-87.62627986,1,0,0,0
41.89410472,-87.62622107,2,1,0,1
41.89412274,-87.62513737,6,2,1,0
41.89412841,-87.62472227,2,0,0,2
41.89412868,-87.62476634,1,1,0,0
41.89414231,-87.62386266,1,1,0,0
41.89414855,-87.62353938,1,1,0,0
41.89414893,-87.62360181,10,5,0,3
41.89415088,-87.62347324,1,0,1,0
41.89415899,-87.62212152,2,0,2,0
41.8941675,-87.62172476,6,1,2,2
41.89417115,-87.62142721,1,0,0,0
41.8941716,-87.62150067,2,0,0,1
41.89417373,-87.62140147,11,4,0,1
41.89418193,-87.62095329,1,0,0,0
41.89420627,-87.6356446,1,0,0,0
41.89420693,-87.63711008,3,1,2,0
41.89422234,-87.61950572,1,0,1,0
41.89422444,-87.61940286,6,1,3,1
41.89422548,-87.63564439,1,0,1,0
41.89422831,-87.61914204,1,0,0,1
41.89422993,-87.61896205,10,5,1,2
41.89424376,-87.6341383,9,4,2,3
41.8942608,-87.61686815,1,0,0,0
41.89426112,-87.61691957,1,0,0,1
41.89426181,-87.63710948,5,3,0,0
41.89426233,-87.61667347,13,2,2,5
41.89426297,-87.63413809,1,0,1,0
41.89426497,-87.63266524,8,3,0,0
41.89428616,-87.63119218,6,2,1,2
41.89429751,-87.63711277,1,0,1,0
41.89429866,-87.63414138,1,0,0,0
41.89430735,-87.62972278,2,1,0,1
41.89430862,-87.62813975,1,0,1,0
41.89432656,-87.62972257,1,0,1,0
41.89432785,-87.62814321,7,2,2,2
41.89433526,-87.63564687,5,1,3,1
41.89433708,-87.63414096,4,1,0,0
41.89433908,-87.6326681,2,1,1,0
41.89434705,-87.628143,3,0,0,2
41.89434972,-87.62679134,1,0,0,0
41.89436887,-87.63711567,1,0,0,1
41.89437673,-87.63119486,7,5,2,0
41.89438273,-87.62814261,1,1,0,0
41.89439396,-87.6326675,1,0,0,0
41.89439594,-87.63119465,1,0,0,0
41.89440845,-87.63414385,25,8,3,3
41.89441042,-87.63266732,11,1,4,1
41.89441085,-87.62424167,1,0,1,0
41.8944184,-87.62814221,1,0,0,0
41.8944336,-87.62972507,1,0,1,0
41.89444886,-87.63267058,9,2,3,2
41.89445281,-87.62972486,1,1,0,0
41.89446573,-87.62424106,18,5,6,4
41.89448493,-87.62424085,2,0,1,1
41.8945014,-87.62424067,1,1,0,0
41.8945086,-87.62274204,15,6,4,3
41.89452061,-87.62424046,1,0,1,0
41.89452509,-87.62274553,1,1,0,0
41.89453984,-87.62424392,3,1,0,1
41.8945443,-87.62274532,10,6,3,1
41.8945563,-87.62424373,3,1,1,0
41.8945635,-87.62274511,10,3,1,1
41.89457551,-87.62424352,1,1,0,0
41.89461078,-87.63267248,1,0,1,0
41.89465314,-87.62972633,1,1,0,0
41.89469218,-87.61563657,11,3,2,4
41.89470924,-87.64075918,7,2,2,2
41.8947107,-87.64054614,1,1,0,0
41.89471112,-87.64061592,2,0,0,2
41.89471315,-87.64049836,1,0,1,0
41.89472538,-87.63934126,2,0,1,1
41.89472878,-87.63899597,1,1,0,0
41.89473099,-87.63890779,2,0,2,0
41.89474377,-87.63784618,1,0,0,0
41.89476005,-87.63645764,1,0,1,0
41.89476059,-87.63654578,2,0,0,1
41.89476425,-87.63624456,10,3,0,2
41.89476449,-87.63628496,2,1,0,1
41.89476842,-87.63602781,3,0,0,1
41.89478058,-87.63486704,1,0,0,1
41.89478238,-87.63471275,1,0,0,1
41.89478477,-87.63465396,2,0,1,0
41.89478504,-87.63469803,1,0,0,1
41.89480199,-87.63342701,3,1,2,0
41.89480342,-87.63321029,1,0,0,0
41.89480387,-87.63328375,2,0,0,0
41.89481711,-87.6323066,2,1,0,0
41.89482155,-87.63213393,24,10,6,6
41.89482493,-87.63178864,24,5,9,4
41.89484208,-87.63055434,8,2,2,2
41.89484426,-87.6304625,6,2,3,1
41.89484552,-87.63022007,2,1,0,1
41.89484588,-87.63027883,4,0,1,2
41.89486126,-87.62920617,6,0,1,3
41.89486351,-87.62912534,1,0,1,0
41.89488018,-87.62781759,2,0,2,0
41.89488209,-87.62768167,5,2,0,2
41.89488456,-87.62763757,1,1,0,0
41.89488647,-87.62750165,1,0,0,1
41.8948884,-87.6273694,1,0,0,1
41.89488975,-87.62714166,1,0,1,0
41.89489004,-87.62718941,5,3,0,0
41.89490024,-87.64148803,1,0,1,0
41.89490169,-87.62640695,1,0,0,0
41.89490378,-87.62630041,2,1,0,0
41.89490589,-87.62619754,1,0,0,0
41.89490823,-87.6261314,1,1,0,0
41.8949083,-87.62614242,2,0,0,1
41.89491007,-87.62598447,1,0,0,1
41.89492967,-87.62515784,4,1,0,1
41.89493693,-87.6245554,2,1,1,0
41.89494986,-87.62353785,12,1,4,2
41.89495038,-87.62362232,1,1,0,0
41.89495051,-87.62364436,1,0,0,1
41.89495233,-87.62349375,5,1,1,1
41.89495349,-87.63713135,2,1,0,0
41.8949934,-87.622149,3,1,0,2
41.89499508,-87.62197635,1,0,0,0
41.89499569,-87.62207551,1,0,0,1
41.89499705,-87.62185145,1,1,0,0
41.89499721,-87.62187716,5,0,0,4
41.89500266,-87.621429,1,0,0,0
41.89500282,-87.62145471,30,11,5,5
41.89500328,-87.62152816,153,36,51,38
41.89500509,-87.62137755,1,0,0,0
41.89501148,-87.63267912,1,0,0,0
41.89501914,-87.61966213,2,0,0,1
41.89503267,-87.63120604,1,1,0,0
41.89505892,-87.6341588,1,0,1,0
41.89505941,-87.61731467,1,0,1,0
41.89507711,-87.62815701,1,0,1,0
41.89509462,-87.63416208,2,0,1,1
41.89512368,-87.6254679,1,1,0,0
41.8951409,-87.62425563,69,21,15,18
41.89514299,-87.62815995,2,1,0,1
41.89515385,-87.63713652,1,0,1,0
41.89516047,-87.63416136,2,1,1,0
41.89516735,-87.62276412,2,1,1,0
41.89520207,-87.62973867,1,1,0,0
