lat,lon,CurbRamp,NoSidewalk,Obstacle,NoCurbRamp,SurfaceProblem,Crosswalk,Signal,Other
41.80211639,-87.61949158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.8020668,-87.62255096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80212784,-87.61929321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80213165,-87.61938477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80207825,-87.62256622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80315781,-87.61250305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.8022995,-87.60652924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80873108,-87.60667419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80873108,-87.60657501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80228424,-87.60656738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80734634,-87.62592316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80198669,-87.62813568,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80735779,-87.62613678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80198669,-87.62796783,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80215454,-87.61805725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80207443,-87.62281036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80211258,-87.61924744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80208588,-87.62277222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.8021698,-87.61629486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.8021698,-87.61597443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80218506,-87.61600494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80737686,-87.62589264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80916595,-87.6262207,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80218506,-87.61502838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80211258,-87.6156311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80874252,-87.60657501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80912399,-87.62862396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.8091507,-87.62847137,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.8091507,-87.62722778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80914688,-87.62709808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80750656,-87.62614441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80912781,-87.6280899,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80312347,-87.61408997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80751801,-87.61689758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.80303192,-87.61416626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
