lat,lon,CurbRamp,NoSidewalk,Obstacle,NoCurbRamp,SurfaceProblem,Crosswalk,Signal,Other
41.99969101,-87.72277069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.9998436,-87.7225647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99974442,-87.72284698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99983597,-87.72247314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.9991684,-87.7219162,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99957657,-87.7220993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99979782,-87.72292328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99963379,-87.72214508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99931335,-87.72164154,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99923706,-87.72151184,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00096512,-87.72145081,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00098038,-87.72148132,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99907684,-87.71438599,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99905396,-87.71542358,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99916077,-87.71542358,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.9991951,-87.71557617,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99916458,-87.71561432,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00090027,-87.71555328,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00092697,-87.7155838,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00102997,-87.71556091,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00103378,-87.71556854,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00102615,-87.71539307,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00090408,-87.71542358,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00092697,-87.71538544,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99921036,-87.7119751,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99911499,-87.71316528,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99921417,-87.71315002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99919128,-87.7131958,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99746323,-87.71179962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99779892,-87.71302795,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99743271,-87.71183777,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99776459,-87.71297455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99920273,-87.7130127,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00098801,-87.71196747,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00191116,-87.71299744,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00181961,-87.7130127,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00094986,-87.71421051,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00098038,-87.71432495,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00105667,-87.7131424,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0010376,-87.71419525,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00096512,-87.71315765,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00276184,-87.71299744,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00105667,-87.71302032,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00102234,-87.71433258,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00097656,-87.71304321,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00285721,-87.71416473,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00276184,-87.71419525,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00274658,-87.71429443,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0045433,-87.71156311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00762177,-87.71147919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00762939,-87.71168518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00642776,-87.71155548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00649643,-87.71152496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00647354,-87.71173096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.01177597,-87.71414185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99902725,-87.72039795,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99905014,-87.72032166,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99914169,-87.72045135,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99913025,-87.72031403,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.9986496,-87.72055054,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99871445,-87.72066498,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99887466,-87.72026825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99882889,-87.72029877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99876785,-87.7203598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99912262,-87.72137451,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99903488,-87.72120667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99906158,-87.72170258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.9990387,-87.72173309,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99900818,-87.72164917,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99904251,-87.72166443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.9990654,-87.72188568,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99806213,-87.72011566,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99814987,-87.72023773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99813843,-87.72021484,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99733734,-87.72270203,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99736786,-87.72294617,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99769592,-87.72288513,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.99902344,-87.72285461,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00447464,-87.72145844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00447845,-87.72130585,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0044899,-87.72034454,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0044899,-87.7201767,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00268555,-87.72159576,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00266266,-87.72156525,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00278091,-87.72156525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0027504,-87.72157288,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00280762,-87.72157288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00278473,-87.72145844,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00274658,-87.72145844,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00270081,-87.72145844,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00267792,-87.72022247,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0026741,-87.72026062,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00266266,-87.72036743,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00268936,-87.72039032,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00281143,-87.7203598,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00278854,-87.72039795,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00279999,-87.72021484,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00177383,-87.72164154,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00174332,-87.72160339,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0018425,-87.72162628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00188828,-87.72160339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00086594,-87.72039795,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00089264,-87.72029877,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00097656,-87.72039795,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00097275,-87.72026062,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0008812,-87.72163391,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00094986,-87.72161102,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00085449,-87.72148895,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00088501,-87.71907043,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00089264,-87.71915436,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00099182,-87.71917725,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00096893,-87.71920013,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00098038,-87.71903992,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00104523,-87.71796417,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00097275,-87.7179718,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00099945,-87.71783447,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00089264,-87.71785736,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00087357,-87.7178421,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00087357,-87.71794128,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00089264,-87.71798706,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00270462,-87.71903992,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00269699,-87.71915436,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00279999,-87.71898651,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00281906,-87.71901703,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00281143,-87.71915436,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00281525,-87.71794128,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00271225,-87.71794891,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00283432,-87.71780396,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00281143,-87.71777344,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00271225,-87.71778107,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00643158,-87.71178436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00622559,-87.71179962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00786591,-87.71167755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00800705,-87.71168518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.00764847,-87.71168518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0045166,-87.71534729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
