Crosswalk,CurbRamp,NoCurbRamp,NoSidewalk,Obstacle,Other,Signal,SurfaceProblem,lat,lon
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79398,-87.664444
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79398,-87.66475
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.794003,-87.66349
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.794018,-87.663284
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.794037,-87.66474
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.794052,-87.664444
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.794056,-87.66329
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79406,-87.663475
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79408,-87.66349
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.794086,-87.664536
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79409,-87.664734
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.794094,-87.66444
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.794098,-87.66329
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7941,-87.66471
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79411,-87.664444
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.794117,-87.66402
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.79412,-87.66421
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79412,-87.66339
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.794125,-87.66332
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79413,-87.66345
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.794334,-87.66475
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.794907,-87.664764
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.795025,-87.66478
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.795113,-87.66449
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.79513,-87.664764
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.795216,-87.66449
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79525,-87.64046
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.795322,-87.64044
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79535,-87.64044
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,41.79556,-87.64041
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.795784,-87.664505
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.795784,-87.66464
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.795795,-87.66475
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.795803,-87.664474
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79582,-87.66478
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.795853,-87.664474
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.795856,-87.664795
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7959,-87.66479
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.795902,-87.66449
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.795925,-87.66452
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79593,-87.66476
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.795937,-87.66463
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796116,-87.64278
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796124,-87.642845
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796124,-87.64272
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79614,-87.642876
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796143,-87.64268
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796158,-87.640465
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796158,-87.64151
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79618,-87.64165
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79619,-87.640465
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796192,-87.64268
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796192,-87.64288
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796204,-87.64164
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796207,-87.64149
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79622,-87.641655
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796227,-87.640495
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79624,-87.64146
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796246,-87.6427
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,41.79626,-87.64049
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796272,-87.64152
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796272,-87.64048
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796272,-87.64278
