Crosswalk,CurbRamp,NoCurbRamp,NoSidewalk,Obstacle,Other,Signal,SurfaceProblem,lat,lon
0,0,0,0,0,0,0,2,41.469254,-87.69461
1,0,0,0,0,0,0,0,41.469257,-87.69401
0,1,0,0,0,0,0,2,41.46926,-87.694336
0,1,0,0,0,0,0,0,41.469265,-87.693985
1,0,0,0,0,0,0,0,41.469273,-87.69431
0,0,0,1,0,0,0,0,41.46928,-87.67404
0,1,0,0,0,0,0,0,41.469296,-87.69397
0,1,0,0,0,0,0,0,41.46931,-87.69428
0,0,0,1,0,0,0,0,41.46931,-87.67396
0,0,0,0,0,0,0,1,41.469315,-87.69493
0,0,0,0,0,0,0,2,41.46932,-87.6946
0,0,0,0,0,0,0,3,41.46932,-87.694496
0,0,0,0,3,0,0,0,41.469414,-87.68874
0,0,0,0,0,0,0,3,41.469425,-87.68499
0,0,0,1,0,0,0,0,41.469437,-87.67406
0,0,0,1,0,0,0,0,41.46947,-87.674286
0,0,0,0,0,0,0,4,41.469536,-87.68512
0,0,0,1,0,0,0,0,41.469616,-87.674
0,0,0,0,0,0,0,3,41.46964,-87.68445
0,0,5,0,0,0,0,0,41.469677,-87.67399
0,0,4,0,0,0,0,0,41.469685,-87.68448
0,0,0,0,0,0,0,3,41.46969,-87.69081
1,0,0,0,0,0,0,0,41.46977,-87.67401
0,0,0,0,0,0,0,3,41.469795,-87.69092
0,0,0,1,0,0,0,0,41.46984,-87.674286
0,0,0,0,0,0,0,1,41.469852,-87.673996
0,0,0,0,4,0,0,0,41.469883,-87.690926
0,0,0,0,4,0,0,0,41.46994,-87.69081
0,0,0,0,0,0,0,2,41.469948,-87.690834
0,0,0,0,0,0,0,2,41.469948,-87.68868
0,0,0,0,0,0,0,2,41.46999,-87.69091
0,0,0,0,0,0,0,2,41.47001,-87.684425
0,0,0,0,0,0,0,2,41.47002,-87.69083
0,0,0,0,0,0,0,2,41.470116,-87.68437
0,2,0,0,0,0,0,0,41.470165,-87.688736
0,0,0,0,0,0,0,2,41.470173,-87.683395
0,0,0,0,4,0,0,0,41.47018,-87.68962
0,0,0,0,4,0,0,0,41.47018,-87.6893
0,0,2,0,0,0,0,0,41.470184,-87.6909
0,2,0,0,0,0,0,0,41.470184,-87.69091
0,0,0,0,0,0,0,3,41.47019,-87.68895
0,0,0,0,4,0,0,0,41.470196,-87.690254
0,0,0,0,0,0,0,2,41.470203,-87.69033
0,0,0,0,0,0,0,2,41.47022,-87.690025
0,0,0,0,0,0,0,2,41.47022,-87.68977
0,0,0,0,0,0,0,2,41.47022,-87.68954
3,2,0,0,0,0,0,0,41.470226,-87.690765
0,0,0,0,4,0,0,0,41.47027,-87.68937
0,0,0,0,4,0,0,0,41.47028,-87.68982
0,2,0,0,0,0,0,0,41.470284,-87.688774
0,2,0,0,0,0,0,0,41.470284,-87.68865
0,0,0,0,4,0,0,0,41.47029,-87.69021
0,2,0,0,0,0,0,0,41.470306,-87.690765
0,0,0,0,0,0,0,1,41.470333,-87.684265
0,0,0,0,5,0,0,0,41.47034,-87.68081
0,1,0,0,0,0,0,0,41.47035,-87.68403
0,2,0,0,0,0,0,0,41.470398,-87.68418
0,0,0,0,0,0,0,3,41.470535,-87.68397
0,1,0,0,0,0,0,0,41.47056,-87.68399
0,1,0,0,0,0,0,0,41.470684,-87.68538
1,0,0,0,0,0,0,0,41.47069,-87.685425
0,1,0,0,0,0,0,0,41.470787,-87.68648
